FROM_BRANCH,LORRY_ROUTE_FROM,FROM_LAT,FROM_LONG,TO_BRANCH,LORRY_ROUTE_TO,TO_LAT,TO_LONG,COUNT(*)
NAGPUR WADI,2501,21.133502,78.8936551,NAGPUR WADI,1105,30.7069902,76.6913719,3
SAMPLA ROHTAK-HARYANA,1357,28.7662,76.7802,SAMPLA ROHTAK-HARYANA,319,22.9731286,72.2752609,1
GREATER NOIDA-UTTAR PRADESH,1312,28.448128,77.530355,GREATER NOIDA-UTTAR PRADESH,806,22.08,88.1372,2
BAGHOLA-HUB HARYANA,1338,28.201997,77.320682,BAGHOLA-HUB HARYANA,1601,17.6103329,78.5213145,9
BELGAUM-KARNATAKA,506,15.8523557,74.5354957,BELGAUM-KARNATAKA,2826,16.6209,74.3468,2
RUDRAPUR-UTTRAKHAND,3301,29.01588,79.4086,RUDRAPUR-UTTRAKHAND,3508,22.9703,76.1229,2
NEEMRANA-RAJASTHAN,1711,27.9562864,76.3639911,NEEMRANA-RAJASTHAN,3011,11.1716194,75.9278162,2
NAGPUR WADI,2501,21.133502,78.8936551,NAGPUR WADI,208,19.12303,77.344629,2
KAPASHERA-DELHI,1305,28.5182141,77.0820394,KAPASHERA-DELHI,1706,27.5377,76.6903,1
GHAZIABAD-UTTAR PRADESH,1315,28.6923,77.4409,GHAZIABAD-UTTAR PRADESH,1103,30.9570241,76.8249571,2
CHATTRAL-GUJARAT,317,23.2898,72.4389,CHATTRAL-GUJARAT,1318,28.4875,77.063,3
ROORKEE UTTARANCHAL-UTTRAKHAND,4003,29.921192,77.829423,ROORKEE UTTARANCHAL-UTTRAKHAND,1310,28.5463933,77.4097224,1
JAMALPUR-HARYANA,1342,28.3782,76.8352,JAMALPUR-HARYANA,6074,28.696324,77.598355,5
NAGPUR WADI,2501,21.133502,78.8936551,NAGPUR WADI,1905,32.640433,74.901404,1
PEENYA-KARNATAKA,508,13.0336,77.5302,PEENYA-KARNATAKA,809,22.5614951,88.1767703,2
BARODA-GUJARAT,601,22.3532,73.2346,BARODA-GUJARAT,3507,24.5203,81.2427,1
DHARUHERA-HARYANA,1401,28.2191813,76.7966441,DHARUHERA-HARYANA,1104,31.4966,75.8345,7
SELAQUI DEHRADOON-UTTRAKHAND,4004,30.368611,77.853084,SELAQUI DEHRADOON-UTTRAKHAND,2502,21.2570484,81.5552005,1
AURANGABAD WALUJ-MAHARASTRA,201,19.8087351,75.2382142,AURANGABAD WALUJ-MAHARASTRA,2502,21.2570484,81.5552005,1
UMERGAON-GUJARAT,316,20.1773,72.7745,UMERGAON-GUJARAT,701,28.2091,76.8469,1
CHATTRAL-GUJARAT,317,23.2898,72.4389,CHATTRAL-GUJARAT,1601,17.6103329,78.5213145,3
SOLAPUR - PUNE - MAHARASTRA,2808,17.7278,75.839,SOLAPUR - PUNE - MAHARASTRA,2301,12.3445,76.5912,1
VOLKSWAGEN-BANGALORE,527,13.234731,77.263957,VOLKSWAGEN-BANGALORE,1601,17.6103329,78.5213145,1
GREATER NOIDA-UTTAR PRADESH,1312,28.448128,77.530355,GREATER NOIDA-UTTAR PRADESH,1303,28.5323,77.1102,1
HAPUR U P,1363,28.722645,77.734033,HAPUR U P,3402,23.3068613,85.3985532,1
JASAI MUMBAI-MAHARASTRA,2122,18.9321187,73.017467,JASAI MUMBAI-MAHARASTRA,1203,20.2951,72.9909,1
VAPI-GUJARAT,1202,20.324471,72.904855,VAPI-GUJARAT,3003,10.125558,76.3234073,1
KESHWANA RAJASTHAN,1721,27.8091,76.2424,KESHWANA RAJASTHAN,1912,30.2366,74.9092,1
CHAKAN - PUNE - MAHARASTRA,2802,18.7004018,73.8489416,CHAKAN - PUNE - MAHARASTRA,3502,23.1662722,77.5090901,1
GANDHIDHAM-GUJARAT,306,23.0612,70.1282,GANDHIDHAM-GUJARAT,1322,28.3775364,76.9388545,1
RASYANI-RAIGAD,2125,18.9542,73.1682,RASYANI-RAIGAD,1310,28.5463933,77.4097224,1
HARIDWAR-UTTRAKHAND,2205,29.9652,78.076,HARIDWAR-UTTRAKHAND,1707,25.1305,75.8533,1
MAHALUNGE NEW WH TRANSSHIPMENT,2856,18.737321,73.797702,MAHALUNGE NEW WH TRANSSHIPMENT,511,13.2444,77.229,1
BANGLORE HUB-KARNATAKA,511,13.2444,77.229,BANGLORE HUB-KARNATAKA,1310,28.5463933,77.4097224,1
HYDERABAD-TELANGANA,1601,17.6103329,78.5213145,HYDERABAD-TELANGANA,1610,17.5311,78.4557,2
NALAGARH-HIMACHAL PRADESH,1107,31.04085,76.69497,NALAGARH-HIMACHAL PRADESH,1303,28.5323,77.1102,1
ANKLESHWAR-GUJARAT,401,21.6299448,73.0194181,ANKLESHWAR-GUJARAT,2201,28.8012063,78.7622144,2
BINOLA LOGISTICS,1335,28.309,76.8787,BINOLA LOGISTICS,2856,18.737321,73.797702,1
DAMAN-GUJARAT,1201,20.402885,72.8870348,DAMAN-GUJARAT,4107,20.5333,85.9527,1
GANDHIDHAM-GUJARAT,306,23.0612,70.1282,GANDHIDHAM-GUJARAT,1901,30.8772,75.9122,1
ASLALI EXT COUNTER-GUJARAT,303,22.9071024,72.593536,ASLALI EXT COUNTER-GUJARAT,1904,30.3699,76.4745,1
TIKRI BORDER-DELHI,1307,28.6831148,76.9606879,TIKRI BORDER-DELHI,319,22.9731286,72.2752609,1
SALEM-TAMILNADU,3001,11.6017,78.0921,SALEM-TAMILNADU,402,21.1898949,72.8890235,1
GGN HERO HONDA-HARYANA,1327,28.3962,76.993,GGN HERO HONDA-HARYANA,1344,28.0463739,77.3416418,2
OKHLA-DELHI,1301,28.5283,77.2786,OKHLA-DELHI,301,22.8584141,72.3796371,2
BINOLA HUB-HARYANA,1328,28.3106646,76.8781538,BINOLA HUB-HARYANA,1342,28.3782,76.8352,12
ROORKEE UTTARANCHAL-UTTRAKHAND,4003,29.921192,77.829423,ROORKEE UTTARANCHAL-UTTRAKHAND,1338,28.201997,77.320682,20
JAIPUR-RAJASTHAN,1701,26.865057,75.680062,JAIPUR-RAJASTHAN,2802,18.7004018,73.8489416,44
SHOLAVARAM CHENNAI,1003,13.2316,80.1633,SHOLAVARAM CHENNAI,802,26.1106477,91.7305034,6
NOIDA II-UTTAR PRADESH,1311,28.590354,77.333131,NOIDA II-UTTAR PRADESH,1501,15.3635,73.9486,2
BADDI-HIMACHAL PRADESH,1103,30.9570241,76.8249571,BADDI-HIMACHAL PRADESH,1107,31.04085,76.69497,132
PARAGON,2841,18.081375,74.0039824,PARAGON,2832,18.017731,74.315289,8
KUNDLI BORDER SONIPAT-HARYANA,1309,28.862816,77.123806,KUNDLI BORDER SONIPAT-HARYANA,1906,31.597817,74.949813,49
BHIWADI RAJASTHAN,701,28.2091,76.8469,BHIWADI RAJASTHAN,1706,27.5377,76.6903,16
BARODA-GUJARAT,601,22.3532,73.2346,BARODA-GUJARAT,602,22.2472,73.1793,5
BARODA POR-GUJARAT,603,22.245,73.0484,BARODA POR-GUJARAT,3201,17.7023,83.1733,1
NAGPUR WADI,2501,21.133502,78.8936551,NAGPUR WADI,3402,23.3068613,85.3985532,15
PATIYALA-PUNJAB,1904,30.3699,76.4745,PATIYALA-PUNJAB,1904,30.3699,76.4745,8
JAIPUR-RAJASTHAN,1701,26.865057,75.680062,JAIPUR-RAJASTHAN,1344,28.0463739,77.3416418,4
JASAI MUMBAI-MAHARASTRA,2122,18.9321187,73.017467,JASAI MUMBAI-MAHARASTRA,305,22.4159309,70.0587628,1
MEERUT-UTTAR PRADESH,2203,28.9404926,77.6713666,MEERUT-UTTAR PRADESH,1601,17.6103329,78.5213145,5
PHALTHAN-MAHARASTRA,2832,18.017731,74.315289,PHALTHAN-MAHARASTRA,2832,18.017731,74.315289,3
DEWAS-MADHYA PRADESH,3508,22.9703,76.1229,DEWAS-MADHYA PRADESH,3502,23.1662722,77.5090901,1
NOIDA I-UTTAR PRADESH,1310,28.5463933,77.4097224,NOIDA I-UTTAR PRADESH,1001,12.8975285,79.883473,8
BANGLORE HUB-KARNATAKA,511,13.2444,77.229,BANGLORE HUB-KARNATAKA,1501,15.3635,73.9486,8
RUDRAPUR FLEET - UTTRANCHAL,3308,26.016,79.4086,RUDRAPUR FLEET - UTTRANCHAL,809,22.5614951,88.1767703,2
DHULAGARH HUB KOLKATA-WEST BANGAL,809,22.5614951,88.1767703,DHULAGARH HUB KOLKATA-WEST BANGAL,1003,13.2316,80.1633,7
SELAQUI DEHRADOON-UTTRAKHAND,4004,30.368611,77.853084,SELAQUI DEHRADOON-UTTRAKHAND,1342,28.3782,76.8352,5
CHEMBRAMPAKKAM-TAMILNADU,1012,13.0393,80.0548,CHEMBRAMPAKKAM-TAMILNADU,2117,19.2924351,73.1082178,5
GURGAON-HARYANA,1318,28.4875,77.063,GURGAON-HARYANA,527,13.234731,77.263957,1
JAIPUR-RAJASTHAN,1701,26.865057,75.680062,JAIPUR-RAJASTHAN,601,22.3532,73.2346,8
MANESAR-HARYANA,1322,28.3775364,76.9388545,MANESAR-HARYANA,1305,28.5182141,77.0820394,4
DANKUNI KOLKATA-WEST BANGAL,814,22.7361595,88.2732544,DANKUNI KOLKATA-WEST BANGAL,809,22.5614951,88.1767703,37
SALEM-TAMILNADU,3001,11.6017,78.0921,SALEM-TAMILNADU,2001,9.9880077,78.0989829,1
KATHUA-JAMMU KASHMIR,1907,32.386813,75.538579,KATHUA-JAMMU KASHMIR,1920,30.8864,75.9923,12
WAGHOLI - PUNE - MAHARASTRA,2801,18.5738,73.959,WAGHOLI - PUNE - MAHARASTRA,1328,28.3106646,76.8781538,54
SILVASSA-GUJARAT,1203,20.2951,72.9909,SILVASSA-GUJARAT,2502,21.2570484,81.5552005,33
KUNDLI BORDER SONIPAT-HARYANA,1309,28.862816,77.123806,KUNDLI BORDER SONIPAT-HARYANA,801,22.519,88.3033,20
CHERLAPALLY-TELANGANA,1611,17.459,78.5992,CHERLAPALLY-TELANGANA,601,22.3532,73.2346,7
TIKRI BORDER-DELHI,1307,28.6831148,76.9606879,TIKRI BORDER-DELHI,6062,30.4595812,76.5670926,3
CUTTACK-ORRISA,4107,20.5333,85.9527,CUTTACK-ORRISA,4105,21.4954,83.9664,5
BOMMANSANDRA-KARNATAKA,503,12.8178324,77.6698024,BOMMANSANDRA-KARNATAKA,1801,26.779122,80.897926,1
AJMER-RAJASTHAN,1708,26.4195,74.6719,AJMER-RAJASTHAN,2601,22.6272376,75.581131,1
BARODA-GUJARAT,601,22.3532,73.2346,BARODA-GUJARAT,3307,26.016,79.4086,2
DASNA AIRTEL GSM (UP WEST),6074,28.696324,77.598355,DASNA AIRTEL GSM (UP WEST),6533,26.643177,80.758913,1
PATANCHERU-TELANGANA,1608,17.5253,78.2717,PATANCHERU-TELANGANA,2825,17.6784726,74.0270376,1
SATARA - PUNE - MAHARASTRA,2825,17.6784726,74.0270376,SATARA - PUNE - MAHARASTRA,3301,29.01588,79.4086,1
RAIPUR,2502,21.2570484,81.5552005,RAIPUR,3401,22.8242773,86.268464,1
AHMEDABAD-GUJARAT,301,22.8584141,72.3796371,AHMEDABAD-GUJARAT,1707,25.1305,75.8533,1
VASHI MUMBAI-MAHARASTRA,2107,19.0791,73.0114,VASHI MUMBAI-MAHARASTRA,1601,17.6103329,78.5213145,2
RANCHI-JHARKHAND,3402,23.3068613,85.3985532,RANCHI-JHARKHAND,1001,12.8975285,79.883473,3
NOIDA-3,1372,28.612503,77.3842369,NOIDA-3,2125,18.9542,73.1682,1
GGN HERO HONDA-HARYANA,1327,28.3962,76.993,GGN HERO HONDA-HARYANA,1301,28.5283,77.2786,18
M M NAGAR CHENNAI-TAMILNADU,1007,12.7853427,80.0395548,M M NAGAR CHENNAI-TAMILNADU,2401,20.0052,73.7379,3
MANESAR-HARYANA,1322,28.3775364,76.9388545,MANESAR-HARYANA,1708,26.4195,74.6719,2
VISAKHAPATNAM-A.P,3201,17.7023,83.1733,VISAKHAPATNAM-A.P,1321,28.3962,76.993,1
HARIDWAR-UTTRAKHAND,2205,29.9652,78.076,HARIDWAR-UTTRAKHAND,1303,28.5323,77.1102,4
MUMBAI HUB-MAHARASTRA,2117,19.2924351,73.1082178,MUMBAI HUB-MAHARASTRA,1303,28.5323,77.1102,1
NAGLI POONA-DELHI,1329,28.781486,77.137516,NAGLI POONA-DELHI,201,19.8087351,75.2382142,2
KAPASHERA-DELHI,1305,28.5182141,77.0820394,KAPASHERA-DELHI,801,22.519,88.3033,25
JEEDIMETLA HYD-TELANGANA,1610,17.5311,78.4557,JEEDIMETLA HYD-TELANGANA,1609,16.506,80.7025,1
JASAI MUMBAI-MAHARASTRA,2122,18.9321187,73.017467,JASAI MUMBAI-MAHARASTRA,1905,32.640433,74.901404,2
DUNLOP KOLKATA-WEST BANGAL,813,22.6528,88.3741,DUNLOP KOLKATA-WEST BANGAL,8459,28.4465,77.5288,3
BIKANER  PDA,5440,1,1,BIKANER  PDA,1344,28.0463739,77.3416418,1
DELHI 13 NO-DELHI,1304,28.6739,77.1415,DELHI 13 NO-DELHI,1601,17.6103329,78.5213145,2
AHMEDABAD-GUJARAT,301,22.8584141,72.3796371,AHMEDABAD-GUJARAT,1104,31.4966,75.8345,1
ALLAHABAD-UTTAR PRADESH,1804,25.4550668,81.7627409,ALLAHABAD-UTTAR PRADESH,1310,28.5463933,77.4097224,3
PATIYALA-PUNJAB,1904,30.3699,76.4745,PATIYALA-PUNJAB,2202,27.217,77.9455,1
PUZHAL CHENNAI-TAMILNADU,1002,13.156826,80.222013,PUZHAL CHENNAI-TAMILNADU,525,13.1314,77.9763,1
VASHI MUMBAI-MAHARASTRA,2107,19.0791,73.0114,VASHI MUMBAI-MAHARASTRA,203,20.994679,75.588913,1
INDORE-MADHYA PRADESH,3501,22.8366327,75.9450594,INDORE-MADHYA PRADESH,2117,19.2924351,73.1082178,2
VAPI-GUJARAT,1202,20.324471,72.904855,VAPI-GUJARAT,1603,22.5615,73.4569,3
NOIDA I-UTTAR PRADESH,1310,28.5463933,77.4097224,NOIDA I-UTTAR PRADESH,1338,28.201997,77.320682,1
TALOJA MUMBAI-MAHARASTRA,2112,19.0687,73.1369,TALOJA MUMBAI-MAHARASTRA,3507,24.5203,81.2427,1
MOHALI-PUNJAB,1105,30.7069902,76.6913719,MOHALI-PUNJAB,1103,30.9570241,76.8249571,1
CHEMBRAMPAKKAM-TAMILNADU,1012,13.0393,80.0548,CHEMBRAMPAKKAM-TAMILNADU,2802,18.7004018,73.8489416,3
HYDERABAD-TELANGANA,1601,17.6103329,78.5213145,HYDERABAD-TELANGANA,2114,18.0962,73.4601,1
RASYANI-RAIGAD,2125,18.9542,73.1682,RASYANI-RAIGAD,1203,20.2951,72.9909,6
CHERLAPALLY-TELANGANA,1611,17.459,78.5992,CHERLAPALLY-TELANGANA,317,23.2898,72.4389,1
HARIDWAR-UTTRAKHAND,2205,29.9652,78.076,HARIDWAR-UTTRAKHAND,2401,20.0052,73.7379,2
PALAM AIRPORT-DELHI,1303,28.5323,77.1102,PALAM AIRPORT-DELHI,1609,16.506,80.7025,2
BAWAL-HARYANA,3010,28.0848576,76.5779613,BAWAL-HARYANA,2205,29.9652,78.076,1
VISAKHAPATNAM-A.P,3201,17.7023,83.1733,VISAKHAPATNAM-A.P,1309,28.862816,77.123806,1
ANKLESHWAR-GUJARAT,401,21.6299448,73.0194181,ANKLESHWAR-GUJARAT,1908,31.212524,75.771155,1
NOIDA II-UTTAR PRADESH,1311,28.590354,77.333131,NOIDA II-UTTAR PRADESH,111,31.4966,75.8345,1
KOLHAPUR-MAHARASTRA,3101,16.7575,74.2777,KOLHAPUR-MAHARASTRA,3301,29.01588,79.4086,1
GHAZIABAD-UTTAR PRADESH,1315,28.6923,77.4409,GHAZIABAD-UTTAR PRADESH,6008,25.53677,85.265208,1
AMBALA HUB-HARYANA,103,30.23361,76.85074,AMBALA HUB-HARYANA,1102,31.355688,75.565583,2
HALOL-GUJARAT,1603,22.5615,73.4569,HALOL-GUJARAT,3506,23.1980328,79.8745593,1
MANESAR-HARYANA,1322,28.3775364,76.9388545,MANESAR-HARYANA,2212,29.4444378,77.6972861,1
CHENNAI SVCHATRAM-TAMILNADU,1001,12.8975285,79.883473,CHENNAI SVCHATRAM-TAMILNADU,2105,19.2526392,73.0234069,1
NARSAPURA-KARNATAKA,525,13.1314,77.9763,NARSAPURA-KARNATAKA,2501,21.133502,78.8936551,4
VASAI MUMBAI-MAHARASTRA,2104,19.4030055,72.8478575,VASAI MUMBAI-MAHARASTRA,802,26.1106477,91.7305034,1
SATARA - PUNE - MAHARASTRA,2825,17.6784726,74.0270376,SATARA - PUNE - MAHARASTRA,2826,16.6209,74.3468,1
GOA,1501,15.3635,73.9486,GOA,1312,28.448128,77.530355,5
NOIDA I-UTTAR PRADESH,1310,28.5463933,77.4097224,NOIDA I-UTTAR PRADESH,801,22.519,88.3033,1
AURANGABAD WALUJ-MAHARASTRA,201,19.8087351,75.2382142,AURANGABAD WALUJ-MAHARASTRA,1901,30.8772,75.9122,3
BHILAI- CHHATISGARH,2508,21.247881,81.379866,BHILAI- CHHATISGARH,2501,21.133502,78.8936551,9
VAPI-GUJARAT,1202,20.324471,72.904855,VAPI-GUJARAT,1312,28.448128,77.530355,2
ALLAHABAD-UTTAR PRADESH,1804,25.4550668,81.7627409,ALLAHABAD-UTTAR PRADESH,1105,30.7069902,76.6913719,3
DADRI-UTTAR PRADESH,1352,28.5432697,77.5631391,DADRI-UTTAR PRADESH,4005,30.1303,78.1665,1
ANAND-GUJARAT,312,22.536222,72.928616,ANAND-GUJARAT,1301,28.5283,77.2786,2
MASURI DASNA UTTAR PRADESH,1384,28.6782512,77.56026,MASURI DASNA UTTAR PRADESH,103,30.23361,76.85074,2
KAPASHERA-DELHI,1305,28.5182141,77.0820394,KAPASHERA-DELHI,1803,25.2946,82.9412,1
BHIWANDI MUMBAI-MAHARASTRA,2105,19.2526392,73.0234069,BHIWANDI MUMBAI-MAHARASTRA,2901,28.8988,76.5487,10
PONTA SAHIB-HIMACHAL PRADESH,106,30.442379,77.602674,PONTA SAHIB-HIMACHAL PRADESH,1312,28.448128,77.530355,1
HARIDWAR-UTTRAKHAND,2205,29.9652,78.076,HARIDWAR-UTTRAKHAND,1338,28.201997,77.320682,1
JAMALPUR-HARYANA,1342,28.3782,76.8352,JAMALPUR-HARYANA,1706,27.5377,76.6903,2
MAHALUNGE NEW WH DELIVERY,2855,18.737321,73.797702,MAHALUNGE NEW WH DELIVERY,301,22.8584141,72.3796371,1
JALGAON MAHARASTRA,203,20.994679,75.588913,JALGAON MAHARASTRA,511,13.2444,77.229,1
DAMAN-GUJARAT,1201,20.402885,72.8870348,DAMAN-GUJARAT,1610,17.5311,78.4557,1
VISAKHAPATNAM-A.P,3201,17.7023,83.1733,VISAKHAPATNAM-A.P,3401,22.8242773,86.268464,1
DEWAS-MADHYA PRADESH,3508,22.9703,76.1229,DEWAS-MADHYA PRADESH,301,22.8584141,72.3796371,1
MAHALUNGE NEW WH TRANSSHIPMENT,2856,18.737321,73.797702,MAHALUNGE NEW WH TRANSSHIPMENT,601,22.3532,73.2346,1
PALAM AIRPORT-DELHI,1303,28.5323,77.1102,PALAM AIRPORT-DELHI,2001,9.9880077,78.0989829,1
DEWAS-MADHYA PRADESH,3508,22.9703,76.1229,DEWAS-MADHYA PRADESH,201,19.8087351,75.2382142,2
BARODA-GUJARAT,601,22.3532,73.2346,BARODA-GUJARAT,1721,27.8091,76.2424,25
SULTANPUR HARYANA,1364,28.4546,76.8529,SULTANPUR HARYANA,1701,26.865057,75.680062,8
RUDRAPUR-UTTRAKHAND,3301,29.01588,79.4086,RUDRAPUR-UTTRAKHAND,802,26.1106477,91.7305034,35
HARIDWAR 2 PDA-UTTRAKHAND,5128,29.9663,78.0786,HARIDWAR 2 PDA-UTTRAKHAND,1328,28.3106646,76.8781538,1
RUDRAPUR-UTTRAKHAND,3301,29.01588,79.4086,RUDRAPUR-UTTRAKHAND,1602,26.4478,80.2487,27
MITROL PALWAL-HARYANA,1344,28.0463739,77.3416418,MITROL PALWAL-HARYANA,2205,29.9652,78.076,1
NAGPUR WADI,2501,21.133502,78.8936551,NAGPUR WADI,1003,13.2316,80.1633,21
SURAJPUR G.NOIDA,1370,28.5315089,77.4687343,SURAJPUR G.NOIDA,1312,28.448128,77.530355,2
GOA,1501,15.3635,73.9486,GOA,511,13.2444,77.229,8
SHOLAVARAM CHENNAI,1003,13.2316,80.1633,SHOLAVARAM CHENNAI,3002,10.8127191,78.7209493,79
MANESAR-HARYANA,1322,28.3775364,76.9388545,MANESAR-HARYANA,801,22.519,88.3033,9
NOIDA I-UTTAR PRADESH,1310,28.5463933,77.4097224,NOIDA I-UTTAR PRADESH,1328,28.3106646,76.8781538,13
AHMEDNAGAR-MAHARASTRA,351,19.1498,74.7033,AHMEDNAGAR-MAHARASTRA,4003,29.921192,77.829423,5
RANCHI-JHARKHAND,3402,23.3068613,85.3985532,RANCHI-JHARKHAND,3408,23.852018,86.42661,23
FARIDABAD N I T-HARYANA,1340,28.3739,77.2988,FARIDABAD N I T-HARYANA,525,13.1314,77.9763,1
DELHI 13 NO-DELHI,1304,28.6739,77.1415,DELHI 13 NO-DELHI,3301,29.01588,79.4086,1
JODHPUR-RAJASTHAN,1709,26.2292,73.0069,JODHPUR-RAJASTHAN,1714,1,1,1
JAIPUR-RAJASTHAN,1701,26.865057,75.680062,JAIPUR-RAJASTHAN,1103,30.9570241,76.8249571,5
KHUSKERA-RAJASTHAN,1712,28.11664,76.78661,KHUSKERA-RAJASTHAN,2203,28.9404926,77.6713666,2
MUMBAI HUB-MAHARASTRA,2117,19.2924351,73.1082178,MUMBAI HUB-MAHARASTRA,601,22.3532,73.2346,4
RAIPUR,2502,21.2570484,81.5552005,RAIPUR,805,22.353645,87.278393,1
SHOLAVARAM CHENNAI,1003,13.2316,80.1633,SHOLAVARAM CHENNAI,1338,28.201997,77.320682,1
SILVASSA-GUJARAT,1203,20.2951,72.9909,SILVASSA-GUJARAT,301,22.8584141,72.3796371,128
AHMEDNAGAR-MAHARASTRA,351,19.1498,74.7033,AHMEDNAGAR-MAHARASTRA,351,19.1498,74.7033,1
MUMBAI AIRPORT-MAHARASTRA,2108,19.0973,72.8456,MUMBAI AIRPORT-MAHARASTRA,2117,19.2924351,73.1082178,3
ASLALI EXT COUNTER-GUJARAT,303,22.9071024,72.593536,ASLALI EXT COUNTER-GUJARAT,1315,28.6923,77.4409,8
CHENNAI SVCHATRAM-TAMILNADU,1001,12.8975285,79.883473,CHENNAI SVCHATRAM-TAMILNADU,1017,13.245269,79.117715,1
NARODA AHMEDABAD-GUJARAT,318,23.0815,72.6565,NARODA AHMEDABAD-GUJARAT,402,21.1898949,72.8890235,1
KUNDLI BORDER SONIPAT-HARYANA,1309,28.862816,77.123806,KUNDLI BORDER SONIPAT-HARYANA,2902,22.3265,70.8541,1
BAWAL-HARYANA,3010,28.0848576,76.5779613,BAWAL-HARYANA,2803,18.803941,74.311907,6
SANAND  AHMEDABAD-GUJARAT,319,22.9731286,72.2752609,SANAND  AHMEDABAD-GUJARAT,506,15.8523557,74.5354957,1
VASAI MUMBAI-MAHARASTRA,2104,19.4030055,72.8478575,VASAI MUMBAI-MAHARASTRA,1701,26.865057,75.680062,2
TUMKUR-KARNATAKA,514,13.37,77.1146,TUMKUR-KARNATAKA,514,13.37,77.1146,1
RUDRAPUR-UTTRAKHAND,3301,29.01588,79.4086,RUDRAPUR-UTTRAKHAND,1105,30.7069902,76.6913719,9
HARIHAR-KARNATAKA,515,14.5176,75.7874,HARIHAR-KARNATAKA,508,13.0336,77.5302,1
NAGPUR WADI,2501,21.133502,78.8936551,NAGPUR WADI,3201,17.7023,83.1733,9
DAMAN-GUJARAT,1201,20.402885,72.8870348,DAMAN-GUJARAT,901,11.0746,77.1115,1
PUZHAL CHENNAI-TAMILNADU,1002,13.156826,80.222013,PUZHAL CHENNAI-TAMILNADU,2115,19.2060096,72.9502528,1
KADUGUDI WHITEFIELD-KARNATAKA,512,12.9929563,77.7691074,KADUGUDI WHITEFIELD-KARNATAKA,1601,17.6103329,78.5213145,5
JHAJJAR-HARYANA,1361,28.506584,76.749462,JHAJJAR-HARYANA,1361,28.506584,76.749462,2
MUMBAI AIRPORT-MAHARASTRA,2108,19.0973,72.8456,MUMBAI AIRPORT-MAHARASTRA,2107,19.0791,73.0114,1
NAGLI POONA-DELHI,1329,28.781486,77.137516,NAGLI POONA-DELHI,802,26.1106477,91.7305034,1
SELAQUI DEHRADOON-UTTRAKHAND,4004,30.368611,77.853084,SELAQUI DEHRADOON-UTTRAKHAND,1312,28.448128,77.530355,1
DODDABALLAPUR-KARNATAKA,509,13.2446,77.553,DODDABALLAPUR-KARNATAKA,1712,28.11664,76.78661,9
VASHI MUMBAI-MAHARASTRA,2107,19.0791,73.0114,VASHI MUMBAI-MAHARASTRA,301,22.8584141,72.3796371,3
CHERLAPALLY-TELANGANA,1611,17.459,78.5992,CHERLAPALLY-TELANGANA,3004,11.1517,77.3148,1
UDAIPUR-RAJASTHAN,1702,24.5778,73.743,UDAIPUR-RAJASTHAN,317,23.2898,72.4389,1
ROORKEE UTTARANCHAL-UTTRAKHAND,4003,29.921192,77.829423,ROORKEE UTTARANCHAL-UTTRAKHAND,1103,30.9570241,76.8249571,1
COIMBATORE-TAMILNADU,901,11.0746,77.1115,COIMBATORE-TAMILNADU,318,23.0815,72.6565,2
KADUGUDI WHITEFIELD-KARNATAKA,512,12.9929563,77.7691074,KADUGUDI WHITEFIELD-KARNATAKA,1603,22.5615,73.4569,5
CHEMBRAMPAKKAM-TAMILNADU,1012,13.0393,80.0548,CHEMBRAMPAKKAM-TAMILNADU,1001,12.8975285,79.883473,6
BALLABHGARH-HARYANA,1323,28.3046774,77.3004412,BALLABHGARH-HARYANA,511,13.2444,77.229,4
COCHIN-KERLA,3003,10.125558,76.3234073,COCHIN-KERLA,1315,28.6923,77.4409,2
HYDERABAD-TELANGANA,1601,17.6103329,78.5213145,HYDERABAD-TELANGANA,5525,17.5862,78.4751,1
CHENNAI SVCHATRAM-TAMILNADU,1001,12.8975285,79.883473,CHENNAI SVCHATRAM-TAMILNADU,102,30.839,76.95605,1
CHENNAI SVCHATRAM-TAMILNADU,1001,12.8975285,79.883473,CHENNAI SVCHATRAM-TAMILNADU,1001,12.8975285,79.883473,2
CHENNAI SVCHATRAM-TAMILNADU,1001,12.8975285,79.883473,CHENNAI SVCHATRAM-TAMILNADU,2806,18.6817064,74.1130227,1
GREATER NOIDA-UTTAR PRADESH,1312,28.448128,77.530355,GREATER NOIDA-UTTAR PRADESH,807,22.621658,88.4541411,4
SILVASSA-GUJARAT,1203,20.2951,72.9909,SILVASSA-GUJARAT,8185,11.1862,75.8242,1
PONDICHERY-TAMILNADU,2701,11.945999,79.7779715,PONDICHERY-TAMILNADU,1315,28.6923,77.4409,1
BARODA-GUJARAT,601,22.3532,73.2346,BARODA-GUJARAT,2839,17.223,74.1791,1
DADRI-UTTAR PRADESH,1352,28.5432697,77.5631391,DADRI-UTTAR PRADESH,108,1,1,1
RANCHI-JHARKHAND,3402,23.3068613,85.3985532,RANCHI-JHARKHAND,503,12.8178324,77.6698024,1
KUNDLI BORDER SONIPAT-HARYANA,1309,28.862816,77.123806,KUNDLI BORDER SONIPAT-HARYANA,1305,28.5182141,77.0820394,4
JODHPUR-RAJASTHAN,1709,26.2292,73.0069,JODHPUR-RAJASTHAN,1601,17.6103329,78.5213145,1
SELAQUI DEHRADOON-UTTRAKHAND,4004,30.368611,77.853084,SELAQUI DEHRADOON-UTTRAKHAND,820,27.1771194,88.5261371,1
